compound_id,canonical_smiles,fold,is_binder,pKD_global_mean,oof_p_binder_xgb_maccs_fp_pocket
1167298751,CN(CC1CCCNC1)C(=O)c1ccc(=O)n(Cc2ccccc2Cl)c1,0,false,2.8363811201272076,0.060810480266809464
1181032117,NC(=O)C1CCN1C(=O)NC1CCN(c2ccccc2Cl)C1=O,5,false,2.365909297963787,0.189778134226799
173355673,CN(CC1CCCO1)C(=O)c1ccc(=O)n(Cc2ccccc2Cl)c1,0,false,2.751116081281551,0.056370969861745834
268757722,O=C(Nc1ncccc1O)C1CC(=O)N(c2c(F)cccc2F)C1,0,false,2.8682547832756664,0.2815641760826111
302181339,CN1CCC(N(C)C(=O)c2ccc(=O)n(Cc3ccccc3Cl)c2)C1=O,0,false,2.881901889586504,0.09653693437576294
342853879,Cc1ccc(S(C)(=O)=O)cc1C(=O)NC1CCN(c2ccccc2Cl)C1=O,5,false,2.6933148710185884,0.0869607925415039
354012616,Cc1ccc(NC(=O)C(=O)NC2CCN(c3ccccc3Cl)C2=O)cc1,5,false,2.4511834020634047,0.1279657483100891
427095899,Cc1ccc(NC2CCCN(c3ccccc3)C2=O)cc1C(N)=O,5,false,2.9864723841983007,0.11352785676717758
444853644,COc1ccccc1N1CCCC(Nc2ccc(C)c(C(N)=O)c2)C1=O,5,false,2.9173368754446702,0.11247797310352325
543294655,Cc1cc(=O)[nH]cc1C(=O)NC1CCN(c2ccccc2Cl)C1=O,5,false,2.45415781378126,0.15467992424964905
773212998,CC(C)N1CCC(N(C)C(=O)c2ccc(=O)n(Cc3ccccc3Cl)c2)C1,0,false,2.977942440727496,0.11420199275016785
97315646,CCN(CC(=O)N(C)C)C(=O)c1ccc(=O)n(Cc2ccccc2Cl)c1,0,false,2.670745192395454,0.07659780234098434
CF-10-034,COc1cc2nc(C(=O)O)nc(Nc3ccc(-c4ncccn4)cc3)c2cc1OC,1,false,0.7935955610654086,0.16819927096366882
CF-10-045,COc1cc2nc(N3CCN(C(C)=O)CC3)nc(Nc3ccc(-c4ncccn4)cc3)c2cc1OC,1,true,5.376361287678498,0.5193727016448975
CF-10-050,COc1cc2nc(N3CCC(C(=O)O)CC3)nc(Nc3ccc(-c4ncccn4)cc3)c2cc1OC,1,true,5.5521924334854065,0.3485383689403534
CF-10-051,COc1cc2nc(N(C)CCO)nc(Nc3ccc(-c4ncccn4)cc3)c2cc1OC,1,false,1.4009037918627234,0.14881815016269684
CF-10-061,COc1cc2nc(NCc3ccccc3)nc(Nc3ccc(-c4ncccn4)cc3)c2cc1OC,1,true,5.3564702309489896,0.33992213010787964
CF-10-063,COc1cc2nc(NCCO)nc(Nc3ccc(-c4ncccn4)cc3)c2cc1OC,1,true,6.119865879807937,0.6051201224327087
CF-10-065,COc1cc2nc(NCC(=O)O)nc(Nc3ccc(-c4ncccn4)cc3)c2cc1OC,1,false,0.6955934447483199,0.17480610311031342
CF-10-066,CNC(=O)CNc1nc(Nc2ccc(-c3ncccn3)cc2)c2cc(OC)c(OC)cc2n1,1,false,1.0080588111465805,0.47943976521492004
CF-10-071,COc1cc2nc(OCCO)nc(Nc3ccc(-c4ncccn4)cc3)c2cc1OC.O=CO,1,false,0.3479859922314758,0.31105780601501465
CF-10-073,COc1cc2nc(OCC(=O)O)nc(Nc3ccc(-c4ncccn4)cc3)c2cc1OC,1,true,5.246886067269574,0.17616984248161316
CF-10-074,CNC(=O)COc1nc(Nc2ccc(-c3ncccn3)cc2)c2cc(OC)c(OC)cc2n1,1,false,0.032534178134083484,0.32046133279800415
CF-10-075,CCOCCNC(=O)COc1nc(Nc2ccc(-c3ncccn3)cc2)c2cc(OC)c(OC)cc2n1,1,false,0.37890078855742476,0.40449264645576477
CF-2-09,COc1ccccc1NC1CCN(c2ccccc2Cl)C1=O,5,false,2.7767806837113187,0.07761859893798828
CF-2-102,CN1CCN(C(=O)c2ccc(N[C@H]3CCN(c4ccccc4F)C3=O)cc2)CC1,5,false,-0.4931510078333014,0.03131651505827904
CF-2-103,CN1CCC(CNC(=O)c2ccc(N[C@H]3CCN(c4ccccc4F)C3=O)cc2)CC1,5,false,-0.604841704977382,0.04198586195707321
CF-2-105,O=C(Nc1ccccc1)c1ccc(N[C@H]2CCN(c3ccccc3F)C2=O)cc1,5,false,0.15043813180995477,0.07148928195238113
CF-2-106,CN(C)CCNC(=O)c1ccc(N[C@H]2CCN(c3ccccc3Cl)C2=O)cc1,5,false,-0.4472806361978953,0.06592800468206406
CF-2-108,CC(=O)N1CCN(C(=O)c2ccc(N[C@H]3CCN(c4ccccc4Cl)C3=O)cc2)CC1,5,false,-0.4429961720795169,0.03351012244820595
CF-2-109,CN1CCC(NC(=O)c2ccc(N[C@H]3CCN(c4ccccc4Cl)C3=O)cc2)CC1,5,false,-0.4304356549637877,0.04420274868607521
CF-2-111,NCCCNC(=O)c1ccc(N[C@H]2CCN(c3ccccc3Cl)C2=O)cc1,5,false,2.8364806538058462,0.06508070230484009
CF-2-112,CN(CCCNC(=O)OC(C)(C)C)C(=O)c1ccc(N[C@H]2CCN(c3ccccc3Cl)C2=O)cc1,5,false,0.4915666125393126,0.06192817911505699
CF-2-114,CN1CCN(C(=O)c2ccc(N[C@H]3CCN(c4ccccc4Cl)C3=O)cc2)CC1,5,false,-0.5736485094149807,0.03376122936606407
CF-2-115,CN1CCC(CNC(=O)c2ccc(N[C@H]3CCN(c4ccccc4Cl)C3=O)cc2)CC1,5,false,0.04693972444836963,0.04585695639252663
CF-2-117,O=C(Nc1ccccc1)c1ccc(N[C@H]2CCN(c3ccccc3Cl)C2=O)cc1,5,false,-0.8128289894242487,0.12031945586204529
CF-2-118,CN(C)CCNC(=O)c1cccc(N[C@H]2CCN(c3ccccc3F)C2=O)c1,5,false,2.9142259004652944,0.05392957851290703
CF-2-119,CN(C)CCN(C)C(=O)c1cccc(N[C@H]2CCN(c3ccccc3F)C2=O)c1,5,false,0.4156960224759323,0.059672288596630096
CF-2-120,CC(=O)N1CCN(C(=O)c2cccc(N[C@H]3CCN(c4ccccc4F)C3=O)c2)CC1,5,false,2.4416289068500148,0.03385968506336212
CF-2-121,CN1CCC(NC(=O)c2cccc(N[C@H]3CCN(c4ccccc4F)C3=O)c2)CC1,5,false,-0.5246513839194187,0.03375542163848877
CF-2-122,CC(C)(C)OC(=O)NCCCNC(=O)c1cccc(N[C@H]2CCN(c3ccccc3F)C2=O)c1,5,false,2.7785217054977482,0.06737914681434631
CF-2-123,NCCCNC(=O)c1cccc(N[C@H]2CCN(c3ccccc3F)C2=O)c1,5,false,2.949706990973341,0.06958460807800293
CF-2-126,CN1CCN(C(=O)c2cccc(N[C@H]3CCN(c4ccccc4F)C3=O)c2)CC1,5,false,-0.13443833130731178,0.030366988852620125
CF-2-127,CN1CCC(CNC(=O)c2cccc(N[C@H]3CCN(c4ccccc4F)C3=O)c2)CC1,5,false,-0.35210328801459784,0.044122114777565
CF-2-128,O=C(NCc1ccccc1)c1cccc(N[C@H]2CCN(c3ccccc3F)C2=O)c1,5,false,1.7434259932658895,0.06219825521111488
CF-2-130,CN(C)CCNC(=O)c1ccnc(N[C@H]2CCN(c3ccccc3Cl)C2=O)c1,5,false,2.7533878027660745,0.2952978312969208
CF-2-132,CC(=O)N1CCN(C(=O)c2ccnc(N[C@H]3CCN(c4ccccc4Cl)C3=O)c2)CC1,5,false,0.10011850246257825,0.20623640716075897
CF-2-133,CN1CCC(NC(=O)c2ccnc(N[C@H]3CCN(c4ccccc4Cl)C3=O)c2)CC1,5,false,1.8134914007633611,0.12237530946731567
CF-2-134,CC(C)(C)OC(=O)NCCCNC(=O)c1ccnc(N[C@H]2CCN(c3ccccc3Cl)C2=O)c1,5,false,-0.5338569645679782,0.27891111373901367
CF-2-135,NCCCNC(=O)c1ccnc(N[C@H]2CCN(c3ccccc3Cl)C2=O)c1,5,false,2.8834071720673347,0.15942247211933136
CF-2-136,CN(CCCNC(=O)OC(C)(C)C)C(=O)c1ccnc(N[C@H]2CCN(c3ccccc3Cl)C2=O)c1,5,false,-0.05558148200310212,0.13584540784358978
CF-2-137,CN(CCCN)C(=O)c1ccnc(N[C@H]2CCN(c3ccccc3Cl)C2=O)c1,5,false,-0.05993753228093293,0.08615408092737198
CF-2-139,CN1CCC(CNC(=O)c2ccnc(N[C@H]3CCN(c4ccccc4Cl)C3=O)c2)CC1,5,false,2.202012212107503,0.15041939914226532
CF-2-140,O=C(NCc1ccccc1)c1ccnc(N[C@H]2CCN(c3ccccc3Cl)C2=O)c1,5,false,-0.6527516692990689,0.2284509688615799
CF-2-141,O=C(Nc1ccccc1)c1ccnc(N[C@H]2CCN(c3ccccc3Cl)C2=O)c1,5,false,-0.28781812275780067,0.33036500215530396
CF-2-142,CN(C)CCNC(=O)c1ccnc(N[C@H]2CCN(c3ccccc3F)C2=O)c1,5,false,-0.38663195149416096,0.11576924473047256
CF-2-143,CN(C)CCN(C)C(=O)c1ccnc(N[C@H]2CCN(c3ccccc3F)C2=O)c1,5,false,-0.6125481700100146,0.0897483080625534
CF-2-145,CN1CCC(NC(=O)c2ccnc(N[C@H]3CCN(c4ccccc4F)C3=O)c2)CC1,5,false,-0.7856982300802697,0.06661909818649292
CF-2-146,CC(C)(C)OC(=O)NCCCNC(=O)c1ccnc(N[C@H]2CCN(c3ccccc3F)C2=O)c1,5,false,-0.1861456673935675,0.12498293817043304
CF-2-147,NCCCNC(=O)c1ccnc(N[C@H]2CCN(c3ccccc3F)C2=O)c1,5,false,2.6084171913066685,0.12146654725074768
CF-2-148,CN(CCCNC(=O)OC(C)(C)C)C(=O)c1ccnc(N[C@H]2CCN(c3ccccc3F)C2=O)c1,5,false,-0.012854764186705026,0.09318090230226517
CF-2-150,CN1CCN(C(=O)c2ccnc(N[C@H]3CCN(c4ccccc4F)C3=O)c2)CC1,5,false,2.3385388523938104,0.1369696706533432
CF-2-152,O=C(NCc1ccccc1)c1ccnc(N[C@H]2CCN(c3ccccc3F)C2=O)c1,5,false,-0.9661154269529021,0.12142283469438553
CF-2-153,O=C(Nc1ccccc1)c1ccnc(N[C@H]2CCN(c3ccccc3F)C2=O)c1,5,false,-0.4885389016823467,0.12935060262680054
CF-2-156,CC(=O)N1CCN(C(=O)c2cc(N[C@H]3CCN(c4ccccc4Cl)C3=O)ccc2C)CC1,5,false,0.7883291013192472,0.03411971032619476
CF-2-157,Cc1ccc(N[C@H]2CCN(c3ccccc3Cl)C2=O)cc1C(=O)NC1CCN(C)CC1,5,false,2.717560100472961,0.033979274332523346
CF-2-160,Cc1ccc(N[C@H]2CCN(c3ccccc3Cl)C2=O)cc1C(=O)N(C)CCCNC(=O)OC(C)(C)C,5,false,2.909394634657932,0.060511909425258636
CF-2-161,Cc1ccc(N[C@H]2CCN(c3ccccc3Cl)C2=O)cc1C(=O)N(C)CCCN.Cl,5,false,-0.6415652984903014,0.045520927757024765
CF-2-162,Cc1ccc(N[C@H]2CCN(c3ccccc3Cl)C2=O)cc1C(=O)N1CCN(C)CC1,5,false,-0.04531573320478738,0.0367165133357048
CF-2-163,Cc1ccc(N[C@H]2CCN(c3ccccc3Cl)C2=O)cc1C(=O)NCC1CCN(C)CC1,5,false,2.5418534528173042,0.038444314152002335
CF-2-167,Cc1ccc(N[C@H]2CCN(c3ccccc3F)C2=O)cc1C(=O)N(C)CCN(C)C.O=CO,5,false,2.857659851817425,0.06105392426252365
CF-2-168,CC(=O)N1CCN(C(=O)c2cc(N[C@H]3CCN(c4ccccc4F)C3=O)ccc2C)CC1,5,false,1.5756558594904384,0.036844272166490555
CF-2-169,Cc1ccc(N[C@H]2CCN(c3ccccc3F)C2=O)cc1C(=O)NC1CCN(C)CC1,5,false,2.4306240100975187,0.03149205073714256
CF-2-170,Cc1ccc(N[C@H]2CCN(c3ccccc3F)C2=O)cc1C(=O)NCCCNC(=O)OC(C)(C)C,5,false,-0.07811060728170272,0.05482528358697891
CF-2-178,O=C(CCOCCOCCOCCOCCOc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O)NCCCNC(=O)c1ccc(N[C@H]2CCN(c3ccccc3F)C2=O)cc1,5,false,2.473066459538685,0.11153319478034973
CF-2-181,NC(=O)c1cc(N[C@H]2CCN(c3ccccc3)C2=O)ccc1Cl,5,false,2.505242889483347,0.0860566794872284
CF-2-184,COc1ccc(N2CC[C@H](Nc3ccc(Cl)c(C(N)=O)c3)C2=O)cc1,5,false,0.531769410246588,0.08703713119029999
CF-2-192,CCc1ccc(N2CC[C@H](Nc3ccc(Cl)c(C(N)=O)c3)C2=O)cc1,5,true,5.467107978679741,0.10471559315919876
CF-2-194,Cc1ccc(N2CC[C@H](Nc3ccc(Cl)c(C(=O)NCCC(F)(F)F)c3)C2=O)cc1,5,false,-0.5955812803060881,0.06301069259643555
CF-2-195,Cc1ccc(N2CC[C@H](Nc3ccc(Cl)c(C(=O)NCCc4c[nH]c5ccccc45)c3)C2=O)cc1,5,false,-0.8665098892560215,0.1144857257604599
CF-2-197,Cc1ccc(N2CC[C@H](Nc3ccc(Cl)c(C(=O)N4CCN(C)CC4)c3)C2=O)cc1,5,false,-0.811795914286607,0.07992880791425705
CF-2-199,Cc1ccc(N2CC[C@H](Nc3ccc(Cl)c(C(=O)N4CCOCC4)c3)C2=O)cc1,5,false,2.151859157259673,0.047929972410202026
CF-2-200,Cc1ccc(N2CC[C@H](Nc3ccc(Cl)c(C(=O)NC4CCN(C)CC4)c3)C2=O)cc1,5,false,0.6983577589329186,0.04818404093384743
CF-2-201,CC(=O)N1CCC(NC(=O)c2cc(N[C@H]3CCN(c4ccc(C)cc4)C3=O)ccc2Cl)CC1,5,false,0.1170122021521509,0.059471484273672104
CF-2-205,Cc1ccc(N2CC[C@H](Nc3ccc(Cl)c(C(=O)NCc4c[nH]cn4)c3)C2=O)cc1,5,true,6.337161471114092,0.17475879192352295
CF-2-206,Cc1ccc(N2CC[C@H](Nc3ccc(Cl)c(C(=O)NCc4cocn4)c3)C2=O)cc1,5,false,2.906614728813024,0.08333030343055725
CF-2-207,Cc1ccc(N2CC[C@H](Nc3ccc(Cl)c(C(=O)NCCNC(=O)OC(C)(C)C)c3)C2=O)cc1,5,false,-0.35560666616068043,0.08261340856552124
CF-2-209,Cc1ccc(N2CC[C@H](Nc3ccc(Cl)c(C(=O)NCCCNC(=O)OC(C)(C)C)c3)C2=O)cc1,5,false,-0.25476830796710037,0.08645271509885788
CF-2-211,COC(=O)CCNC(=O)c1cc(N[C@H]2CCN(c3ccc(C)cc3)C2=O)ccc1Cl,5,false,-0.07562744075826791,0.10008727759122849
CF-2-212,Cc1ccc(N2CC[C@H](Nc3ccc(Cl)c(C(=O)NCCC(=O)O)c3)C2=O)cc1,5,false,2.720692692548038,0.09320181608200073
CF-2-213,COC(=O)C1CCN(C(=O)c2cc(N[C@H]3CCN(c4ccc(C)cc4)C3=O)ccc2Cl)CC1,5,false,-0.41746191362273094,0.039980921894311905
CF-2-214,Cc1ccc(N2CC[C@H](Nc3ccc(Cl)c(C(=O)N4CCC(C(=O)O)CC4)c3)C2=O)cc1,5,false,-0.04607244630199226,0.03569011017680168
CF-2-216,Cc1ccc(N2CC[C@H](Nc3ccc(Cl)c(C(=O)N(C)CC(=O)O)c3)C2=O)cc1,5,false,2.313064655083397,0.10813508927822113
CF-2-217-Int-12,NCCCNC(=O)c1ccc(NC2CCN(c3ccccc3F)C2=O)cc1,5,false,-0.1704108866858407,0.0631575882434845
CF-2-218,O=C(NCCCNC(=O)C1CC1)c1ccc(N[C@H]2CCN(c3ccccc3F)C2=O)cc1,5,true,7.538177818464019,0.06011981889605522
CF-2-219,CCNC(=O)NCCCNC(=O)c1ccc(N[C@H]2CCN(c3ccccc3F)C2=O)cc1,5,false,-0.430623419961011,0.10637714713811874
CF-2-220,O=C(NCCCNC(=O)c1ccc(N[C@H]2CCN(c3ccccc3F)C2=O)cc1)O[C@@H]1CCOC1,5,false,2.5260212439841006,0.06431029736995697
CF-2-221,O=C(NCCCNC(=O)c1ccc(N[C@H]2CCN(c3ccccc3F)C2=O)cc1)O[C@H]1CCOC1,5,false,1.9396212538485034,0.06431029736995697
CF-2-223,Cn1cnc(C(=O)NCCCNC(=O)c2ccc(N[C@H]3CCN(c4ccccc4F)C3=O)cc2)c1,5,false,-0.04332663098807515,0.12995944917201996
CF-2-224,O=C(NCCCNc1ncc(F)cn1)c1ccc(N[C@H]2CCN(c3ccccc3F)C2=O)cc1,5,true,5.369685160007767,0.23783370852470398
CF-2-229,CC(C)(C)OC(=O)NCCCNC(=O)c1ccc(N[C@H]2CCN(c3ccc(Cl)cc3)C2=O)cc1,5,false,0.23481189755376256,0.0650675892829895
CF-2-230,Cc1ccc(N2CC[C@H](Nc3ccc(C(=O)NCCCNC(=O)OC(C)(C)C)cc3)C2=O)cc1,5,false,1.0020947481588218,0.07477278262376785
CF-2-232,CC(C)(C)OC(=O)NCCCNC(=O)c1ccc(N[C@H]2CCN(c3ccc(Cl)c(Cl)c3)C2=O)cc1,5,false,2.6016640010017387,0.06593544781208038
CF-2-235,CC(C)(C)OC(=O)NCCCNC(=O)c1ccc(N[C@H]2CCN(c3cc(F)ccc3F)C2=O)cc1,5,false,-0.37336133606287975,0.060812536627054214
CF-2-239,CC(C)(CNC(=O)OC(C)(C)C)CNC(=O)c1ccc(N[C@H]2CCN(c3ccccc3F)C2=O)cc1,5,false,2.2857534577302956,0.0688125491142273
CF-2-241,CC(C)(C)OC(=O)N1CCC(CNC(=O)c2ccc(N[C@H]3CCN(c4ccccc4F)C3=O)cc2)CC1,5,false,0.16977811910125842,0.0406825952231884
CF-2-243,CC(C)(C)OC(=O)NC1CCN(C(=O)c2ccc(N[C@H]3CCN(c4ccccc4F)C3=O)cc2)CC1,5,false,-0.4605474119508196,0.04072139039635658
CF-2-244,CC(C)(C)OC(=O)N1CC[C@H](CNC(=O)c2ccc(N[C@H]3CCN(c4ccccc4F)C3=O)cc2)C1,5,false,0.7184314865553708,0.03858727589249611
CF-2-247,COc1cc(N[C@H]2CCN(c3ccccc3F)C2=O)ccc1C(=O)NCCCNC(=O)OC(C)(C)C,5,false,2.976404849396127,0.059324879199266434
CF-2-250,COc1cc(C(=O)NCCCNC(=O)OC(C)(C)C)ccc1N[C@H]1CCN(c2ccccc2F)C1=O,5,false,1.8627209518107168,0.09101971238851547
CF-2-253,Cc1ccc(N2CC[C@H](NS(=O)(=O)N3CCC(C)CC3)C2=O)cc1,5,false,2.7937147762361034,0.1200772300362587
CF-2-255,CC1CCN(S(=O)(=O)N[C@H]2CCN(c3ccccc3Cl)C2=O)CC1,5,false,0.22274923215878079,0.07593588531017303
CF-2-257,CC1CCN(S(=O)(=O)N[C@H]2CCN(c3ccc(C4CC4)cc3)C2=O)CC1,5,false,-0.42520327835248894,0.1200772300362587
CF-2-259,CC1CCN(S(=O)(=O)N[C@H]2CCN(c3ccc(F)cc3F)C2=O)CC1,5,false,2.708970069302816,0.0723256915807724
CF-2-26,O=C(NC1CCN(c2c(F)cccc2F)C1=O)c1ccccc1,5,false,2.538875595834802,0.10565807670354843
CF-2-260,CC1CCN(S(=O)(=O)N[C@H]2CCN(c3ccc(F)c(F)c3)C2=O)CC1,5,false,-0.45400734026457096,0.08679751306772232
CF-2-261,CC1CCN(S(=O)(=O)N[C@H]2CCN(c3cccc(Cl)c3)C2=O)CC1,5,false,0.4007529835909973,0.11997798085212708
CF-2-262,CC(=O)N1CCN(S(=O)(=O)N[C@H]2CCN(c3ccccc3)C2=O)CC1,5,false,2.361890330077742,0.07875290513038635
CF-2-263,CC(=O)N1CCN(S(=O)(=O)N[C@H]2CCN(c3ccc(C)cc3)C2=O)CC1,5,false,2.4284642347931684,0.12079107761383057
CF-2-264,CC(=O)N1CCN(S(=O)(=O)N[C@H]2CCN(c3ccc(Cl)cc3)C2=O)CC1,5,false,2.755723914640768,0.1801058053970337
CF-2-267,CC(=O)Nc1ccc(C(NC(=O)Cc2ccccc2Cl)c2ccccc2F)cc1,1,false,1.1201803810880488,0.24922031164169312
CF-2-268,CC(=O)N1CCN(S(=O)(=O)N[C@H]2CCN(c3ccc(F)cc3F)C2=O)CC1,5,false,-0.3125044859143467,0.15748552978038788
CF-2-269,COc1cccc(N2CC[C@H](NS(=O)(=O)N3CCN(C(C)=O)CC3)C2=O)c1,5,false,-0.5966605384094432,0.11631559580564499
CF-2-270,CC(=O)N1CCN(S(=O)(=O)N[C@H]2CCN(c3cccc(Cl)c3)C2=O)CC1,5,false,2.899120917196493,0.1541791707277298
CF-2-271,CC(=O)N1CCN(S(=O)(=O)N[C@H]2CCN(c3ccccc3Cl)C2=O)CC1,5,false,2.748676067918001,0.16668139398097992
CF-2-272,CN1CCN(C(=O)[C@@H]2CC(=O)N(c3ccccc3)C2)CC1,0,false,-0.559302873479378,0.05053481459617615
CF-2-273,CN1CCN(C(=O)[C@H]2CC(=O)N(c3ccccc3)C2)CC1,0,false,0.12619065297624713,0.05053481459617615
CF-2-276,COc1cccc(N2C[C@H](C(=O)N3CCN(C)CC3)CC2=O)c1,0,false,-0.5548041959795535,0.055362485349178314
CF-2-277,COc1cccc(N2C[C@@H](C(=O)N3CCN(C)CC3)CC2=O)c1,0,false,-0.5088877916420822,0.055362485349178314
CF-2-282,CN1CCN(C(=O)[C@@H]2CC(=O)N(c3cccc(Cl)c3)C2)CC1,0,false,0.6861354505189226,0.06710915267467499
CF-2-283,CN1CCN(C(=O)[C@H]2CC(=O)N(c3cccc(Cl)c3)C2)CC1,0,false,-0.6764156247290205,0.06710915267467499
CF-2-29,O=C(Cc1ccccc1Cl)NC1CCN(c2c(F)cccc2F)C1=O,5,false,2.9386253227194046,0.14533187448978424
CF-2-30,O=C(CCc1ccccc1)NC1CCN(c2c(F)cccc2F)C1=O,5,false,2.350303731370942,0.1419072151184082
CF-2-32,O=C(COc1ccccc1)NC1CCN(c2c(F)cccc2F)C1=O,5,false,2.757357278731852,0.12952134013175964
CF-2-50,CC(C)(C)OC(=O)NCCCNC(=O)C1CC(=O)N(c2ccccc2)C1,0,false,2.398590955300132,0.17480620741844177
CF-2-54,CN(CCCNC(=O)OC(C)(C)C)C(=O)C1CC(=O)N(c2ccccc2)C1,0,false,2.478905811601777,0.1440989226102829
CF-2-57,O=C(NCc1ccccc1)C1CC(=O)N(c2ccccc2)C1,0,false,2.7397745364835795,0.08627502620220184
CF-2-58,O=C(Nc1ccccc1)C1CC(=O)N(c2ccccc2)C1,0,false,2.8348142975541957,0.16398665308952332
CF-2-60,CN(C)CCNC(=O)C1CC(=O)N(c2ccccc2F)C1.O=CO,0,false,2.9401891113864207,0.08652911335229874
CF-2-61,CC(C)(C)OC(=O)NCCCNC(=O)C1CC(=O)N(c2ccccc2F)C1,0,false,2.338261156273633,0.14727462828159332
CF-2-62,CN1CCC(NC(=O)C2CC(=O)N(c3ccccc3F)C2)CC1.O=CO,0,false,2.6177492978202186,0.10888604819774628
CF-2-63,CN(C)CCN(C)C(=O)C1CC(=O)N(c2ccccc2)C1.O=CO,0,false,2.5304679649542203,0.09384272247552872
CF-2-64,CN(C)CCN(C)C(=O)C1CC(=O)N(c2ccccc2F)C1,0,false,2.7342042242570033,0.04668034613132477
CF-2-65,CN(CCCNC(=O)OC(C)(C)C)C(=O)C1CC(=O)N(c2ccccc2F)C1,0,false,2.9692512743964596,0.08742088824510574
CF-2-68,O=C(NCc1ccccc1)C1CC(=O)N(c2ccccc2F)C1,0,false,2.759657116183326,0.09356612712144852
CF-2-72,CC(C)(C)OC(=O)NCCCNC(=O)C1CC(=O)N(c2ccccc2Cl)C1,0,false,2.4151456421750845,0.23057401180267334
CF-2-74,CN1CCC(CNC(=O)C2CC(=O)N(c3ccccc3Cl)C2)CC1,0,false,2.9334055225206086,0.1068769097328186
CF-2-75,CN(C)CCN(C)C(=O)C1CC(=O)N(c2ccccc2Cl)C1,0,false,2.9478516774507333,0.10099617391824722
CF-2-76,CN(CCCNC(=O)OC(C)(C)C)C(=O)C1CC(=O)N(c2ccccc2Cl)C1,0,false,2.5529463231652856,0.2629181742668152
CF-2-79,O=C(NCc1ccccc1)C1CC(=O)N(c2ccccc2Cl)C1,0,false,2.8842992509601997,0.09344161301851273
CF-2-80,O=C(Nc1ccccc1)C1CC(=O)N(c2ccccc2Cl)C1,0,false,2.7648528485816786,0.08941333740949631
CF-2-81,O=C(C1CC(=O)N(c2ccccc2Cl)C1)N1CCOCC1,0,false,2.965846417549967,0.06456500291824341
CF-2-83,CN(C)CCN(C)C(=O)c1cccc(N[C@H]2CCN(c3ccccc3Cl)C2=O)c1,5,false,2.9068577550015418,0.08071388304233551
CF-2-84,CC(=O)N1CCN(C(=O)c2cccc(N[C@H]3CCN(c4ccccc4Cl)C3=O)c2)CC1,5,false,2.911108513915525,0.03760872036218643
CF-2-95,CN(C)CCN(C)C(=O)c1ccc(N[C@H]2CCN(c3ccccc3F)C2=O)cc1,5,false,2.766279019969409,0.07302967458963394
CF-2-96,CC(=O)N1CCN(C(=O)c2ccc(N[C@H]3CCN(c4ccccc4F)C3=O)cc2)CC1,5,false,2.767190791244673,0.032330919057130814
CF-3-08,COc1ccc(C)cc1NC(=O)[C@H](N)Cc1ccccc1,2,false,2.9097426269532916,0.26689663529396057
CF-3-101,Cc1ccc(OCc2ccccc2)c(NC(=O)[C@H]2CCCN2)c1,2,false,2.8335901521410607,0.06235012784600258
CF-3-112,Cc1ccc(OC(F)F)c(NC(=O)CCNC(=O)OC(C)(C)C)c1,2,true,5.104329694137918,0.20764625072479248
CF-3-113,Cc1ccc(OC(F)F)c(NC(=O)CCN)c1,2,false,2.788361075574338,0.182965949177742
CF-3-117,Cc1ccc(Oc2ccccc2)c(NC(=O)CCN)c1,2,false,0.32693787747855707,0.17068272829055786
CF-3-118,Cc1ccc(OCc2ccccc2)c(NC(=O)CCNC(=O)OC(C)(C)C)c1,2,false,2.8460199904852996,0.1495901644229889
CF-3-12,COc1ccc(C)cc1NC(=O)[C@H](N)Cc1ccc(O)cc1,2,false,2.878280168626377,0.21347860991954803
CF-3-123,COc1ccc(Cl)cc1NC(=O)[C@@H](N)Cc1ccc(O)cc1,2,false,-0.06907327055358141,0.2097940891981125
