compound_id,canonical_smiles,fold,is_binder
1000062067,COc1cccc(Nc2ccccc2C(=O)N2CC[C@@H](O)[C@@H](O)C2)c1,3,false
1000065718,COc1ccc(C(=O)Nc2ccccc2C(=O)N2CC[C@@H](O)[C@@H](O)C2)cc1,3,false
1167298751,CN(CC1CCCNC1)C(=O)c1ccc(=O)n(Cc2ccccc2Cl)c1,0,false
1181032117,NC(=O)C1CCN1C(=O)NC1CCN(c2ccccc2Cl)C1=O,5,false
1192001018,O=C(c1occc1CN1C(=O)Cc2ccccc21)N1CCC(O)C1,3,false
1390181723,O=C(NCC1(O)CCOc2ccccc21)C1OCCc2ccccc21,3,false
1408803353,COC1CCN(C(=O)c2ccccc2Nc2ccccc2)C1,3,false
1443520257,CC1=NOC(C)(CNC(=O)C2OCCc3ccccc32)C1,3,false
162723460,COC1CCCN(C(=O)c2ccccc2Nc2ccc(C)cc2)C1,3,false
162826242,COC1CCCN(C(=O)c2ccccc2Nc2ccc(OC(F)F)cc2)C1,3,false
173355673,CN(CC1CCCO1)C(=O)c1ccc(=O)n(Cc2ccccc2Cl)c1,0,false
182917741,CS(=O)(=O)NC1CCCN(C(=O)c2occc2CN2C(=O)Cc3ccccc32)C1,3,false
268757722,O=C(Nc1ncccc1O)C1CC(=O)N(c2c(F)cccc2F)C1,0,false
283812978,COC(=O)C1CCN(C(=O)c2ccccc2Nc2ccc(C)cc2)C1,3,false
302181339,CN1CCC(N(C)C(=O)c2ccc(=O)n(Cc3ccccc3Cl)c2)C1=O,0,false
342853879,Cc1ccc(S(C)(=O)=O)cc1C(=O)NC1CCN(c2ccccc2Cl)C1=O,5,false
354012616,Cc1ccc(NC(=O)C(=O)NC2CCN(c3ccccc3Cl)C2=O)cc1,5,false
427095899,Cc1ccc(NC2CCCN(c3ccccc3)C2=O)cc1C(N)=O,5,false
444853644,COc1ccccc1N1CCCC(Nc2ccc(C)c(C(N)=O)c2)C1=O,5,false
543294655,Cc1cc(=O)[nH]cc1C(=O)NC1CCN(c2ccccc2Cl)C1=O,5,false
5620336,Cc1ccc2c(c1)/C(=N\Nc1nnc3c(n1)[nH]c1c(C)cccc13)C(=O)N2,3,true
5623246,Cc1ccc2c(c1)/C(=N/Nc1nnc3c(n1)[nH]c1ccc(C)cc13)C(=O)N2,3,true
588023896,CCN(C)CC1CCN(C(=O)c2ccccc2Nc2ccccc2)C1,3,false
773212998,CC(C)N1CCC(N(C)C(=O)c2ccc(=O)n(Cc3ccccc3Cl)c2)C1,0,false
786232788,CN(C)C(=O)C1CCN(C(=O)c2ccccc2Nc2ccccc2)C1,3,false
800658450,COc1cccc(Nc2ccccc2C(=O)N2CCC(NC(C)=O)C2)c1,3,false
800658988,CC(=O)NC1CCN(C(=O)c2ccccc2Nc2ccccc2)C1,3,false
918730255,CNC(=O)CC1(CNC(=O)C2OCCc3ccccc32)CCCCC1,3,false
9211771,Cc1ccc(C2CC(=O)Nc3c2c(C)nn3-c2ccc(N3CCOCC3)nn2)cc1C,3,true
97315646,CCN(CC(=O)N(C)C)C(=O)c1ccc(=O)n(Cc2ccccc2Cl)c1,0,false
CF-10-034,COc1cc2nc(C(=O)O)nc(Nc3ccc(-c4ncccn4)cc3)c2cc1OC,1,false
CF-10-045,COc1cc2nc(N3CCN(C(C)=O)CC3)nc(Nc3ccc(-c4ncccn4)cc3)c2cc1OC,1,true
CF-10-050,COc1cc2nc(N3CCC(C(=O)O)CC3)nc(Nc3ccc(-c4ncccn4)cc3)c2cc1OC,1,true
CF-10-051,COc1cc2nc(N(C)CCO)nc(Nc3ccc(-c4ncccn4)cc3)c2cc1OC,1,false
CF-10-061,COc1cc2nc(NCc3ccccc3)nc(Nc3ccc(-c4ncccn4)cc3)c2cc1OC,1,true
CF-10-063,COc1cc2nc(NCCO)nc(Nc3ccc(-c4ncccn4)cc3)c2cc1OC,1,true
CF-10-065,COc1cc2nc(NCC(=O)O)nc(Nc3ccc(-c4ncccn4)cc3)c2cc1OC,1,false
CF-10-066,CNC(=O)CNc1nc(Nc2ccc(-c3ncccn3)cc2)c2cc(OC)c(OC)cc2n1,1,false
CF-10-071,COc1cc2nc(OCCO)nc(Nc3ccc(-c4ncccn4)cc3)c2cc1OC.O=CO,1,false
CF-10-073,COc1cc2nc(OCC(=O)O)nc(Nc3ccc(-c4ncccn4)cc3)c2cc1OC,1,true
CF-10-074,CNC(=O)COc1nc(Nc2ccc(-c3ncccn3)cc2)c2cc(OC)c(OC)cc2n1,1,false
CF-10-075,CCOCCNC(=O)COc1nc(Nc2ccc(-c3ncccn3)cc2)c2cc(OC)c(OC)cc2n1,1,false
CF-2-09,COc1ccccc1NC1CCN(c2ccccc2Cl)C1=O,5,false
CF-2-102,CN1CCN(C(=O)c2ccc(N[C@H]3CCN(c4ccccc4F)C3=O)cc2)CC1,5,false
CF-2-103,CN1CCC(CNC(=O)c2ccc(N[C@H]3CCN(c4ccccc4F)C3=O)cc2)CC1,5,false
CF-2-105,O=C(Nc1ccccc1)c1ccc(N[C@H]2CCN(c3ccccc3F)C2=O)cc1,5,false
CF-2-106,CN(C)CCNC(=O)c1ccc(N[C@H]2CCN(c3ccccc3Cl)C2=O)cc1,5,false
CF-2-108,CC(=O)N1CCN(C(=O)c2ccc(N[C@H]3CCN(c4ccccc4Cl)C3=O)cc2)CC1,5,false
CF-2-109,CN1CCC(NC(=O)c2ccc(N[C@H]3CCN(c4ccccc4Cl)C3=O)cc2)CC1,5,false
CF-2-111,NCCCNC(=O)c1ccc(N[C@H]2CCN(c3ccccc3Cl)C2=O)cc1,5,false
CF-2-112,CN(CCCNC(=O)OC(C)(C)C)C(=O)c1ccc(N[C@H]2CCN(c3ccccc3Cl)C2=O)cc1,5,false
CF-2-114,CN1CCN(C(=O)c2ccc(N[C@H]3CCN(c4ccccc4Cl)C3=O)cc2)CC1,5,false
CF-2-115,CN1CCC(CNC(=O)c2ccc(N[C@H]3CCN(c4ccccc4Cl)C3=O)cc2)CC1,5,false
CF-2-117,O=C(Nc1ccccc1)c1ccc(N[C@H]2CCN(c3ccccc3Cl)C2=O)cc1,5,false
CF-2-118,CN(C)CCNC(=O)c1cccc(N[C@H]2CCN(c3ccccc3F)C2=O)c1,5,false
CF-2-119,CN(C)CCN(C)C(=O)c1cccc(N[C@H]2CCN(c3ccccc3F)C2=O)c1,5,false
CF-2-120,CC(=O)N1CCN(C(=O)c2cccc(N[C@H]3CCN(c4ccccc4F)C3=O)c2)CC1,5,false
CF-2-121,CN1CCC(NC(=O)c2cccc(N[C@H]3CCN(c4ccccc4F)C3=O)c2)CC1,5,false
CF-2-122,CC(C)(C)OC(=O)NCCCNC(=O)c1cccc(N[C@H]2CCN(c3ccccc3F)C2=O)c1,5,false
CF-2-123,NCCCNC(=O)c1cccc(N[C@H]2CCN(c3ccccc3F)C2=O)c1,5,false
CF-2-126,CN1CCN(C(=O)c2cccc(N[C@H]3CCN(c4ccccc4F)C3=O)c2)CC1,5,false
CF-2-127,CN1CCC(CNC(=O)c2cccc(N[C@H]3CCN(c4ccccc4F)C3=O)c2)CC1,5,false
CF-2-128,O=C(NCc1ccccc1)c1cccc(N[C@H]2CCN(c3ccccc3F)C2=O)c1,5,false
CF-2-130,CN(C)CCNC(=O)c1ccnc(N[C@H]2CCN(c3ccccc3Cl)C2=O)c1,5,false
CF-2-132,CC(=O)N1CCN(C(=O)c2ccnc(N[C@H]3CCN(c4ccccc4Cl)C3=O)c2)CC1,5,false
CF-2-133,CN1CCC(NC(=O)c2ccnc(N[C@H]3CCN(c4ccccc4Cl)C3=O)c2)CC1,5,false
CF-2-134,CC(C)(C)OC(=O)NCCCNC(=O)c1ccnc(N[C@H]2CCN(c3ccccc3Cl)C2=O)c1,5,false
CF-2-135,NCCCNC(=O)c1ccnc(N[C@H]2CCN(c3ccccc3Cl)C2=O)c1,5,false
CF-2-136,CN(CCCNC(=O)OC(C)(C)C)C(=O)c1ccnc(N[C@H]2CCN(c3ccccc3Cl)C2=O)c1,5,false
CF-2-137,CN(CCCN)C(=O)c1ccnc(N[C@H]2CCN(c3ccccc3Cl)C2=O)c1,5,false
CF-2-139,CN1CCC(CNC(=O)c2ccnc(N[C@H]3CCN(c4ccccc4Cl)C3=O)c2)CC1,5,false
CF-2-140,O=C(NCc1ccccc1)c1ccnc(N[C@H]2CCN(c3ccccc3Cl)C2=O)c1,5,false
CF-2-141,O=C(Nc1ccccc1)c1ccnc(N[C@H]2CCN(c3ccccc3Cl)C2=O)c1,5,false
CF-2-142,CN(C)CCNC(=O)c1ccnc(N[C@H]2CCN(c3ccccc3F)C2=O)c1,5,false
CF-2-143,CN(C)CCN(C)C(=O)c1ccnc(N[C@H]2CCN(c3ccccc3F)C2=O)c1,5,false
CF-2-145,CN1CCC(NC(=O)c2ccnc(N[C@H]3CCN(c4ccccc4F)C3=O)c2)CC1,5,false
CF-2-146,CC(C)(C)OC(=O)NCCCNC(=O)c1ccnc(N[C@H]2CCN(c3ccccc3F)C2=O)c1,5,false
CF-2-147,NCCCNC(=O)c1ccnc(N[C@H]2CCN(c3ccccc3F)C2=O)c1,5,false
CF-2-148,CN(CCCNC(=O)OC(C)(C)C)C(=O)c1ccnc(N[C@H]2CCN(c3ccccc3F)C2=O)c1,5,false
CF-2-150,CN1CCN(C(=O)c2ccnc(N[C@H]3CCN(c4ccccc4F)C3=O)c2)CC1,5,false
CF-2-152,O=C(NCc1ccccc1)c1ccnc(N[C@H]2CCN(c3ccccc3F)C2=O)c1,5,false
CF-2-153,O=C(Nc1ccccc1)c1ccnc(N[C@H]2CCN(c3ccccc3F)C2=O)c1,5,false
CF-2-156,CC(=O)N1CCN(C(=O)c2cc(N[C@H]3CCN(c4ccccc4Cl)C3=O)ccc2C)CC1,5,false
CF-2-157,Cc1ccc(N[C@H]2CCN(c3ccccc3Cl)C2=O)cc1C(=O)NC1CCN(C)CC1,5,false
CF-2-160,Cc1ccc(N[C@H]2CCN(c3ccccc3Cl)C2=O)cc1C(=O)N(C)CCCNC(=O)OC(C)(C)C,5,false
CF-2-161,Cc1ccc(N[C@H]2CCN(c3ccccc3Cl)C2=O)cc1C(=O)N(C)CCCN.Cl,5,false
CF-2-162,Cc1ccc(N[C@H]2CCN(c3ccccc3Cl)C2=O)cc1C(=O)N1CCN(C)CC1,5,false
CF-2-163,Cc1ccc(N[C@H]2CCN(c3ccccc3Cl)C2=O)cc1C(=O)NCC1CCN(C)CC1,5,false
CF-2-167,Cc1ccc(N[C@H]2CCN(c3ccccc3F)C2=O)cc1C(=O)N(C)CCN(C)C.O=CO,5,false
CF-2-168,CC(=O)N1CCN(C(=O)c2cc(N[C@H]3CCN(c4ccccc4F)C3=O)ccc2C)CC1,5,false
CF-2-169,Cc1ccc(N[C@H]2CCN(c3ccccc3F)C2=O)cc1C(=O)NC1CCN(C)CC1,5,false
CF-2-170,Cc1ccc(N[C@H]2CCN(c3ccccc3F)C2=O)cc1C(=O)NCCCNC(=O)OC(C)(C)C,5,false
CF-2-178,O=C(CCOCCOCCOCCOCCOc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O)NCCCNC(=O)c1ccc(N[C@H]2CCN(c3ccccc3F)C2=O)cc1,5,false
CF-2-181,NC(=O)c1cc(N[C@H]2CCN(c3ccccc3)C2=O)ccc1Cl,5,false
CF-2-184,COc1ccc(N2CC[C@H](Nc3ccc(Cl)c(C(N)=O)c3)C2=O)cc1,5,false
CF-2-192,CCc1ccc(N2CC[C@H](Nc3ccc(Cl)c(C(N)=O)c3)C2=O)cc1,5,true
CF-2-194,Cc1ccc(N2CC[C@H](Nc3ccc(Cl)c(C(=O)NCCC(F)(F)F)c3)C2=O)cc1,5,false
CF-2-195,Cc1ccc(N2CC[C@H](Nc3ccc(Cl)c(C(=O)NCCc4c[nH]c5ccccc45)c3)C2=O)cc1,5,false
CF-2-197,Cc1ccc(N2CC[C@H](Nc3ccc(Cl)c(C(=O)N4CCN(C)CC4)c3)C2=O)cc1,5,false
CF-2-199,Cc1ccc(N2CC[C@H](Nc3ccc(Cl)c(C(=O)N4CCOCC4)c3)C2=O)cc1,5,false
CF-2-200,Cc1ccc(N2CC[C@H](Nc3ccc(Cl)c(C(=O)NC4CCN(C)CC4)c3)C2=O)cc1,5,false
CF-2-201,CC(=O)N1CCC(NC(=O)c2cc(N[C@H]3CCN(c4ccc(C)cc4)C3=O)ccc2Cl)CC1,5,false
CF-2-205,Cc1ccc(N2CC[C@H](Nc3ccc(Cl)c(C(=O)NCc4c[nH]cn4)c3)C2=O)cc1,5,true
CF-2-206,Cc1ccc(N2CC[C@H](Nc3ccc(Cl)c(C(=O)NCc4cocn4)c3)C2=O)cc1,5,false
CF-2-207,Cc1ccc(N2CC[C@H](Nc3ccc(Cl)c(C(=O)NCCNC(=O)OC(C)(C)C)c3)C2=O)cc1,5,false
CF-2-209,Cc1ccc(N2CC[C@H](Nc3ccc(Cl)c(C(=O)NCCCNC(=O)OC(C)(C)C)c3)C2=O)cc1,5,false
CF-2-211,COC(=O)CCNC(=O)c1cc(N[C@H]2CCN(c3ccc(C)cc3)C2=O)ccc1Cl,5,false
CF-2-212,Cc1ccc(N2CC[C@H](Nc3ccc(Cl)c(C(=O)NCCC(=O)O)c3)C2=O)cc1,5,false
CF-2-213,COC(=O)C1CCN(C(=O)c2cc(N[C@H]3CCN(c4ccc(C)cc4)C3=O)ccc2Cl)CC1,5,false
CF-2-214,Cc1ccc(N2CC[C@H](Nc3ccc(Cl)c(C(=O)N4CCC(C(=O)O)CC4)c3)C2=O)cc1,5,false
CF-2-216,Cc1ccc(N2CC[C@H](Nc3ccc(Cl)c(C(=O)N(C)CC(=O)O)c3)C2=O)cc1,5,false
CF-2-217-Int-12,NCCCNC(=O)c1ccc(NC2CCN(c3ccccc3F)C2=O)cc1,5,false
CF-2-218,O=C(NCCCNC(=O)C1CC1)c1ccc(N[C@H]2CCN(c3ccccc3F)C2=O)cc1,5,true
CF-2-219,CCNC(=O)NCCCNC(=O)c1ccc(N[C@H]2CCN(c3ccccc3F)C2=O)cc1,5,false
CF-2-220,O=C(NCCCNC(=O)c1ccc(N[C@H]2CCN(c3ccccc3F)C2=O)cc1)O[C@@H]1CCOC1,5,false
CF-2-221,O=C(NCCCNC(=O)c1ccc(N[C@H]2CCN(c3ccccc3F)C2=O)cc1)O[C@H]1CCOC1,5,false
CF-2-223,Cn1cnc(C(=O)NCCCNC(=O)c2ccc(N[C@H]3CCN(c4ccccc4F)C3=O)cc2)c1,5,false
CF-2-224,O=C(NCCCNc1ncc(F)cn1)c1ccc(N[C@H]2CCN(c3ccccc3F)C2=O)cc1,5,true
CF-2-229,CC(C)(C)OC(=O)NCCCNC(=O)c1ccc(N[C@H]2CCN(c3ccc(Cl)cc3)C2=O)cc1,5,false
CF-2-230,Cc1ccc(N2CC[C@H](Nc3ccc(C(=O)NCCCNC(=O)OC(C)(C)C)cc3)C2=O)cc1,5,false
CF-2-232,CC(C)(C)OC(=O)NCCCNC(=O)c1ccc(N[C@H]2CCN(c3ccc(Cl)c(Cl)c3)C2=O)cc1,5,false
CF-2-235,CC(C)(C)OC(=O)NCCCNC(=O)c1ccc(N[C@H]2CCN(c3cc(F)ccc3F)C2=O)cc1,5,false
CF-2-239,CC(C)(CNC(=O)OC(C)(C)C)CNC(=O)c1ccc(N[C@H]2CCN(c3ccccc3F)C2=O)cc1,5,false
CF-2-241,CC(C)(C)OC(=O)N1CCC(CNC(=O)c2ccc(N[C@H]3CCN(c4ccccc4F)C3=O)cc2)CC1,5,false
CF-2-243,CC(C)(C)OC(=O)NC1CCN(C(=O)c2ccc(N[C@H]3CCN(c4ccccc4F)C3=O)cc2)CC1,5,false
CF-2-244,CC(C)(C)OC(=O)N1CC[C@H](CNC(=O)c2ccc(N[C@H]3CCN(c4ccccc4F)C3=O)cc2)C1,5,false
CF-2-247,COc1cc(N[C@H]2CCN(c3ccccc3F)C2=O)ccc1C(=O)NCCCNC(=O)OC(C)(C)C,5,false
CF-2-250,COc1cc(C(=O)NCCCNC(=O)OC(C)(C)C)ccc1N[C@H]1CCN(c2ccccc2F)C1=O,5,false
CF-2-253,Cc1ccc(N2CC[C@H](NS(=O)(=O)N3CCC(C)CC3)C2=O)cc1,5,false
CF-2-255,CC1CCN(S(=O)(=O)N[C@H]2CCN(c3ccccc3Cl)C2=O)CC1,5,false
CF-2-257,CC1CCN(S(=O)(=O)N[C@H]2CCN(c3ccc(C4CC4)cc3)C2=O)CC1,5,false
CF-2-259,CC1CCN(S(=O)(=O)N[C@H]2CCN(c3ccc(F)cc3F)C2=O)CC1,5,false
CF-2-26,O=C(NC1CCN(c2c(F)cccc2F)C1=O)c1ccccc1,5,false
CF-2-260,CC1CCN(S(=O)(=O)N[C@H]2CCN(c3ccc(F)c(F)c3)C2=O)CC1,5,false
CF-2-261,CC1CCN(S(=O)(=O)N[C@H]2CCN(c3cccc(Cl)c3)C2=O)CC1,5,false
CF-2-262,CC(=O)N1CCN(S(=O)(=O)N[C@H]2CCN(c3ccccc3)C2=O)CC1,5,false
CF-2-263,CC(=O)N1CCN(S(=O)(=O)N[C@H]2CCN(c3ccc(C)cc3)C2=O)CC1,5,false
CF-2-264,CC(=O)N1CCN(S(=O)(=O)N[C@H]2CCN(c3ccc(Cl)cc3)C2=O)CC1,5,false
CF-2-267,CC(=O)Nc1ccc(C(NC(=O)Cc2ccccc2Cl)c2ccccc2F)cc1,1,false
CF-2-268,CC(=O)N1CCN(S(=O)(=O)N[C@H]2CCN(c3ccc(F)cc3F)C2=O)CC1,5,false
CF-2-269,COc1cccc(N2CC[C@H](NS(=O)(=O)N3CCN(C(C)=O)CC3)C2=O)c1,5,false
CF-2-270,CC(=O)N1CCN(S(=O)(=O)N[C@H]2CCN(c3cccc(Cl)c3)C2=O)CC1,5,false
CF-2-271,CC(=O)N1CCN(S(=O)(=O)N[C@H]2CCN(c3ccccc3Cl)C2=O)CC1,5,false
CF-2-272,CN1CCN(C(=O)[C@@H]2CC(=O)N(c3ccccc3)C2)CC1,0,false
CF-2-273,CN1CCN(C(=O)[C@H]2CC(=O)N(c3ccccc3)C2)CC1,0,false
CF-2-276,COc1cccc(N2C[C@H](C(=O)N3CCN(C)CC3)CC2=O)c1,0,false
CF-2-277,COc1cccc(N2C[C@@H](C(=O)N3CCN(C)CC3)CC2=O)c1,0,false
CF-2-282,CN1CCN(C(=O)[C@@H]2CC(=O)N(c3cccc(Cl)c3)C2)CC1,0,false
CF-2-283,CN1CCN(C(=O)[C@H]2CC(=O)N(c3cccc(Cl)c3)C2)CC1,0,false
CF-2-29,O=C(Cc1ccccc1Cl)NC1CCN(c2c(F)cccc2F)C1=O,5,false
CF-2-30,O=C(CCc1ccccc1)NC1CCN(c2c(F)cccc2F)C1=O,5,false
CF-2-32,O=C(COc1ccccc1)NC1CCN(c2c(F)cccc2F)C1=O,5,false
CF-2-50,CC(C)(C)OC(=O)NCCCNC(=O)C1CC(=O)N(c2ccccc2)C1,0,false
CF-2-54,CN(CCCNC(=O)OC(C)(C)C)C(=O)C1CC(=O)N(c2ccccc2)C1,0,false
CF-2-57,O=C(NCc1ccccc1)C1CC(=O)N(c2ccccc2)C1,0,false
CF-2-58,O=C(Nc1ccccc1)C1CC(=O)N(c2ccccc2)C1,0,false
CF-2-60,CN(C)CCNC(=O)C1CC(=O)N(c2ccccc2F)C1.O=CO,0,false
CF-2-61,CC(C)(C)OC(=O)NCCCNC(=O)C1CC(=O)N(c2ccccc2F)C1,0,false
CF-2-62,CN1CCC(NC(=O)C2CC(=O)N(c3ccccc3F)C2)CC1.O=CO,0,false
CF-2-63,CN(C)CCN(C)C(=O)C1CC(=O)N(c2ccccc2)C1.O=CO,0,false
CF-2-64,CN(C)CCN(C)C(=O)C1CC(=O)N(c2ccccc2F)C1,0,false
CF-2-65,CN(CCCNC(=O)OC(C)(C)C)C(=O)C1CC(=O)N(c2ccccc2F)C1,0,false
CF-2-68,O=C(NCc1ccccc1)C1CC(=O)N(c2ccccc2F)C1,0,false
CF-2-72,CC(C)(C)OC(=O)NCCCNC(=O)C1CC(=O)N(c2ccccc2Cl)C1,0,false
CF-2-74,CN1CCC(CNC(=O)C2CC(=O)N(c3ccccc3Cl)C2)CC1,0,false
CF-2-75,CN(C)CCN(C)C(=O)C1CC(=O)N(c2ccccc2Cl)C1,0,false
CF-2-76,CN(CCCNC(=O)OC(C)(C)C)C(=O)C1CC(=O)N(c2ccccc2Cl)C1,0,false
CF-2-79,O=C(NCc1ccccc1)C1CC(=O)N(c2ccccc2Cl)C1,0,false
CF-2-80,O=C(Nc1ccccc1)C1CC(=O)N(c2ccccc2Cl)C1,0,false
CF-2-81,O=C(C1CC(=O)N(c2ccccc2Cl)C1)N1CCOCC1,0,false
CF-2-83,CN(C)CCN(C)C(=O)c1cccc(N[C@H]2CCN(c3ccccc3Cl)C2=O)c1,5,false
CF-2-84,CC(=O)N1CCN(C(=O)c2cccc(N[C@H]3CCN(c4ccccc4Cl)C3=O)c2)CC1,5,false
CF-2-95,CN(C)CCN(C)C(=O)c1ccc(N[C@H]2CCN(c3ccccc3F)C2=O)cc1,5,false
CF-2-96,CC(=O)N1CCN(C(=O)c2ccc(N[C@H]3CCN(c4ccccc4F)C3=O)cc2)CC1,5,false
CF-3-08,COc1ccc(C)cc1NC(=O)[C@H](N)Cc1ccccc1,2,false
CF-3-101,Cc1ccc(OCc2ccccc2)c(NC(=O)[C@H]2CCCN2)c1,2,false
CF-3-112,Cc1ccc(OC(F)F)c(NC(=O)CCNC(=O)OC(C)(C)C)c1,2,true
CF-3-113,Cc1ccc(OC(F)F)c(NC(=O)CCN)c1,2,false
CF-3-117,Cc1ccc(Oc2ccccc2)c(NC(=O)CCN)c1,2,false
CF-3-118,Cc1ccc(OCc2ccccc2)c(NC(=O)CCNC(=O)OC(C)(C)C)c1,2,false
CF-3-12,COc1ccc(C)cc1NC(=O)[C@H](N)Cc1ccc(O)cc1,2,false
CF-3-123,COc1ccc(Cl)cc1NC(=O)[C@@H](N)Cc1ccc(O)cc1,2,false
CF-3-124,COc1ccc(C(F)(F)F)cc1NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)OC(C)(C)C,2,false
CF-3-127,COc1ccc(C#N)cc1NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)OC(C)(C)C,2,false
CF-3-132,Cc1ccc(OCCN(C)C)c(NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)OC(C)(C)C)c1,2,false
CF-3-133,Cc1ccc(OCCN(C)C)c(NC(=O)[C@@H](N)Cc2ccc(O)cc2)c1,2,false
CF-3-143,COc1ccc(C)cc1NC(=O)CN1CCC(c2c[nH]c3ccccc23)CC1,2,false
CF-3-146,COc1ccc(C)cc1NC(=O)CN1CCC(C(N)=O)CC1,2,false
CF-3-148,COc1ccc(C)cc1NC(=O)CN1CCC(N2CCCC2=O)CC1,2,false
CF-3-150,COc1ccc(C)cc1NC(=O)CN1CC[C@@H](N(C)C)C1,2,false
CF-3-151,COc1ccc(C)cc1NC(=O)CN1CC[C@H](N(C)C)C1,2,false
CF-3-154,COc1ccc(C)cc1NC(=O)[C@H]1CCCN1C(=O)c1ccc(O)cc1,2,false
CF-3-159,COc1ccc(C)cc1NC(=O)[C@H]1CCCN1C(=O)CC1CCN(C(=O)OC(C)(C)C)CC1,2,false
CF-3-16,COc1ccc(C)cc1NC(=O)[C@H](N)Cc1cnc[nH]1,2,false
CF-3-161,COc1ccc(C)cc1NC(=O)[C@H]1CCCN1C(=O)OCc1ccccc1,2,false
CF-3-163,COc1ccc(C)cc1NC(=O)[C@H]1CCCN1C(=O)O[C@@H]1CCOC1,2,false
CF-3-164,COc1ccc(C)cc1NC(=O)[C@H]1CCCN1S(=O)(=O)c1ccccc1,2,false
CF-3-169,COc1ccc(C)cc1NC(=O)[C@H]1CCCN1C(=O)NCc1ccccc1,2,false
CF-3-171,CCOC(=O)CNC(=O)N1CCC[C@@H]1C(=O)Nc1cc(C)ccc1OC,2,false
CF-3-174,COc1ccc(C)cc1NC(=O)CCNC(=O)c1ccc(O)cc1,2,false
CF-3-176,COc1ccc(C)cc1NC(=O)CCNC(=O)Cc1ccccc1,2,false
CF-3-177,COc1ccc(C)cc1NC(=O)CCNC(=O)CCNC(=O)OC(C)(C)C,2,false
CF-3-179,COc1ccc(C)cc1NC(=O)CCNC(=O)CC1CCN(C(=O)OC(C)(C)C)CC1,2,false
CF-3-18,COc1ccc(C)cc1NC(=O)CCN,2,false
CF-3-182,COc1ccc(C)cc1NC(=O)CCNC(=O)O[C@@H]1CCOC1,2,false
CF-3-185,COc1ccc(C)cc1NC(=O)CCNS(=O)(=O)Cc1ccccc1,2,false
CF-3-189,COc1ccc(C)cc1NC(=O)CCNC(=O)NCc1ccccc1,2,false
CF-3-190,CCNC(=O)NCCC(=O)Nc1cc(C)ccc1OC,2,false
CF-3-192,COc1ccc(C)cc1NC(=O)[C@H](Cc1ccc(O)cc1)NC(C)=O,2,false
CF-3-193,COc1ccc(C)cc1NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)c1ccccc1,2,false
CF-3-196,COc1ccc(C)cc1NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)Nc1ccccc1,2,false
CF-3-197,COc1ccc(C)cc1NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)Cc1ccccc1,2,false
CF-3-198,COc1ccc(C)cc1NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H]1Cc2ccc(O)cc2CN1,2,false
CF-3-201,C=CCOc1ccc(C[C@H](N)C(=O)Nc2cc(C)ccc2OC)cc1,2,false
CF-3-204,COc1cccc(NC(=O)NCCC(=O)Nc2cc(C)ccc2OC)c1,2,false
CF-3-207,COc1ccc(C)cc1NC(=O)CCNC(=O)Nc1cccc(Cl)c1,2,true
CF-3-210,COc1ccc(C)cc1NC(=O)CCNC(=O)NC1CCN(C(=O)OC(C)(C)C)CC1,2,false
CF-3-211,COc1ccc(C)cc1NC(=O)CCNC(=O)NC1CCNCC1,2,false
CF-3-213,COc1ccc(C)cc1NC(=O)CCNC(=O)NC1CCN(C(C)=O)CC1,2,true
CF-3-214,COc1ccc(C)cc1NC(=O)CCCC(=O)Nc1ccccc1,2,true
CF-3-215,COc1ccc(NC(=O)CCCC(=O)Nc2cc(C)ccc2OC)cc1,2,false
CF-3-219,COc1ccc(CC(=O)NCCC(=O)Nc2cc(C)ccc2OC)cc1,2,false
