smiles,identifier,price,supplier_risk,chemistry_risk,mw,logp,hbd,hba,heavy_atoms,num_rings,num_aromatic_rings,num_fused_rings,tpsa,rotatable_bonds,frag_5QRF_F9000532,frag_5QRG_XS115742,frag_5QRH_FM001763,frag_5QRI_F9000380,frag_5QRJ_F9000536,frag_5QRK_FM010104,frag_5QRL_F9000949,frag_5QRN_F9000950,frag_5QRO_F9000403,frag_5QRP_F9000414,frag_5QRQ_FM002138,frag_5QRS_F9000441,frag_5QRT_FM010020,frag_5QRV_FM002272,frag_5QRX_F9000951,frag_5QRY_FM010072,frag_5QRZ_F9000591,frag_5QS2_FM001886,frag_5QS3_FM002333,frag_5QS4_UB000200,frag_5QS5_FM002032,frag_5QS9_FM002076,frag_5QSD_FM002038,frag_5QS0_FM010026,frag_5QSA_FM001580,frag_5QSI_FM001452,frag_5QSK_FM002150,frag_5QS6_FM010013,frag_5QS8_F9000511,frag_5QSB_XS022802,frag_5QSE_F9000674,frag_5QSF_DA000167,frag_5QSG_F9000710,frag_5QT0_XS092188,frag_5QSH_F9000416,frag_5QSJ_FM002214,frag_5QSC_F9000560,matched_sites,n_fragment_hits,frag_5QRF_NUA,frag_5QRG_JHP,frag_5QRH_JMM,frag_5QRI_NUY,frag_5QRJ_NWP,frag_5QRK_NWV,frag_5QRL_NWY,frag_5QRN_NX7,frag_5QRO_NXJ,frag_5QRP_NXM,frag_5QRQ_NXS,frag_5QRR_NY1,frag_5QRS_NY4,frag_5QRT_GWA,frag_5QRU_NY7,frag_5QRV_K2M,frag_5QRW_NYV,frag_5QRX_NZG,frag_5QRY_NZD,frag_5QRZ_NZ7,frag_5QS0_NZ4,frag_5QS1_NZ1,frag_5QS2_LV4,frag_5QS3_LJA,frag_5QS4_JFP,frag_5QS5_NZJ,frag_5QS6_K0G,frag_5QS8_O0G,frag_5QS9_O0J,frag_5QSA_K2P,frag_5QSB_O0M,frag_5QSC_O0P,frag_5QSD_O0S,frag_5QSE_O0V,frag_5QSF_O0Y,frag_5QSG_O1A,frag_5QSH_NVY,frag_5QSI_O1D,frag_5QSJ_O1M,frag_5QSK_O1J,frag_5QSL_O2A,frag_5QT0_JHJ,frag_7ZK2_IU4,frag_8A7N_L9E
CN(C)C(C(=O)Nc1nc(-c2ccc3c(c2)CCC(=O)N3)cs1)c1ccccc1F,ABHLMRXFGUYOBV-UHFFFAOYSA-N,295,1,low,424.50100000000003,4.075300000000002,2,5,30,4,3,2,74.33,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"A, A'",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(C)(Cc1ccccc1)C(=O)Nc1nc(-c2ccc3c(c2)CCC(=O)N3)cs1,AETZFARLOAJAIQ-UHFFFAOYSA-N,295,0,low,405.52300000000014,4.902200000000004,2,4,29,4,3,2,71.09,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"A, A'",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(CCc1ccccc1Br)Nc1nc(-c2ccc3c(c2)CCC(=O)N3)cs1,AFHDJGPDWSNJKH-UHFFFAOYSA-N,885,0,high,456.36500000000024,5.028600000000003,2,4,28,4,3,2,71.09,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"A, A'",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN(C)Cc1ccccc1CC(=O)Nc1nc(-c2ccc3c(c2)CCC(=O)N3)cs1,AGWLCUIKCBIUKN-UHFFFAOYSA-N,1620,1,high,420.5380000000001,3.9376000000000024,2,5,30,4,3,2,74.33,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"A, A'",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(CCc1ccccc1I)Nc1nc(-c2ccc3c(c2)CCC(=O)N3)cs1,AKKODLBHLWMLEW-UHFFFAOYSA-N,590,0,medium,503.36500000000024,4.870700000000003,2,4,28,4,3,2,71.09,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"A, A'",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(C)(CC(=O)Nc1nc(-c2ccc3c(c2)CCC(=O)N3)cs1)c1ccccc1,ANGTVGDBCRKWNY-UHFFFAOYSA-N,885,0,high,405.523,5.001200000000003,2,4,29,4,3,2,71.09,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"A, A'",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(CCc1ccccc1O)Nc1nc(-c2ccc3c(c2)CCC(=O)N3)cs1,ANHOFKJATQHQKE-UHFFFAOYSA-N,885,0,high,393.46800000000013,3.971700000000002,3,5,28,4,3,2,91.32,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"A, A'",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(CCS(=O)(=O)c1ccccc1)Nc1nc(-c2ccc3c(c2)CCC(=O)N3)cs1,AOAILTHLEUSSHY-UHFFFAOYSA-N,885,0,high,441.5340000000002,3.497300000000001,2,6,30,4,3,2,105.22999999999999,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"A, A'",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(CC(O)c1ccccc1Br)Nc1nc(-c2ccc3c(c2)CCC(=O)N3)cs1,APCZNCOJZDDHST-UHFFFAOYSA-N,1620,0,high,472.3640000000002,4.519500000000002,3,5,29,4,3,2,91.32,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"A, A'",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccccc1C(C(=O)Nc1nc(-c2ccc3c(c2)CCC(=O)N3)cs1)N(C)C,APNXRIWCWXDNHF-UHFFFAOYSA-N,590,1,medium,420.5380000000002,4.244620000000003,2,5,30,4,3,2,74.33,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"A, A'",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N#CC(Cc1ccccc1F)C(=O)Nc1nc(-c2ccc3c(c2)CCC(=O)N3)cs1,AQNBOWLNAVYBDV-UHFFFAOYSA-N,1080,0,medium,420.46900000000016,4.154880000000003,2,5,30,4,3,2,94.88,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"A, A'",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(C)(Oc1ccccc1)C(=O)Nc1nc(-c2ccc3c(c2)CCC(=O)N3)cs1,ARIIZXOFODCXJV-UHFFFAOYSA-N,295,0,low,407.4950000000002,4.4909000000000034,2,5,29,4,3,2,80.32,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"A, A'",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(Oc1ccccc1F)C(=O)Nc1nc(-c2ccc3c(c2)CCC(=O)N3)cs1,ATDKLXFIHJABRC-UHFFFAOYSA-N,885,0,high,411.45800000000014,4.239900000000002,2,5,29,4,3,2,80.32,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"A, A'",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccccc1C1(C(=O)Nc2nc(-c3ccc4c(c3)CCC(=O)N4)cs2)CC1,AWDMLXGLIOZEAP-UHFFFAOYSA-N,590,0,medium,403.50700000000023,4.6735200000000034,2,4,29,5,3,2,71.09,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"A, A'",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C[C@@H](NC(=O)c1ccccc1)C(=O)Nc1nc(-c2ccc3c(c2)CCC(=O)N3)cs1,BANZEHVULQUTKV-CYBMUJFWSA-N,295,0,low,420.49400000000014,3.4518000000000013,3,5,30,4,3,2,100.19,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"A, A'",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(NC(=O)c1ccccc1)C(=O)Nc1nc(-c2ccc3c(c2)CCC(=O)N3)cs1,BANZEHVULQUTKV-UHFFFAOYSA-N,295,0,low,420.49400000000014,3.4518000000000013,3,5,30,4,3,2,100.19,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"A, A'",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C[C@H](NC(=O)c1ccccc1)C(=O)Nc1nc(-c2ccc3c(c2)CCC(=O)N3)cs1,BANZEHVULQUTKV-ZDUSSCGKSA-N,295,0,low,420.49400000000014,3.4518000000000013,3,5,30,4,3,2,100.19,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"A, A'",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(Cc1ccccc1Br)C(=O)Nc1nc(-c2ccc3c(c2)CCC(=O)N3)cs1,BDSSYAOICPDFDA-UHFFFAOYSA-N,885,1,high,470.3920000000002,5.274600000000003,2,4,29,4,3,2,71.09,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"A, A'",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(CCc1ccccc1)Nc1nc(-c2ccc3c(c2)CCC(=O)N3)cs1,BGOLCSPTRZNHBD-UHFFFAOYSA-N,885,0,high,377.4690000000001,4.266100000000003,2,4,27,4,3,2,71.09,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"A, A'",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO[C@@H](Cc1ccccc1)C(=O)Nc1nc(-c2ccc(NC(C)=O)cc2)cs1,BJNPNNDFGWSMJO-IBGZPJMESA-N,885,1,high,395.4840000000001,3.9647000000000023,2,5,28,3,3,1,80.32,7,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"A, A'",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO[C@H](Cc1ccccc1)C(=O)Nc1nc(-c2ccc(NC(C)=O)cc2)cs1,BJNPNNDFGWSMJO-LJQANCHMSA-N,885,1,high,395.4840000000001,3.9647000000000023,2,5,28,3,3,1,80.32,7,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"A, A'",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(CCCc1ccccc1Cl)Nc1nc(-c2ccc3c(c2)CCC(=O)N3)cs1,BJTIALBNZLMDOZ-UHFFFAOYSA-N,885,0,high,425.9410000000002,5.309600000000003,2,4,29,4,3,2,71.09,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"A, A'",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccccc1OCC(O)C(=O)Nc1nc(-c2ccc3c(c2)CCC(=O)N3)cs1,BLGVWZLVMDQINX-UHFFFAOYSA-N,885,1,high,423.4940000000002,3.3816200000000007,3,6,30,4,3,2,100.55000000000001,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"A, A'",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccccc1C(C)(C)C(=O)Nc1nc(-c2ccc(NC(C)=O)cc2)cs1,BMVJZHMMWPUWAN-UHFFFAOYSA-N,250,0,medium,409.5110000000001,4.693400000000003,2,5,29,3,3,1,80.32,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"A, A'",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(CCOc1ccccc1F)Nc1nc(-c2ccc3c(c2)CCC(=O)N3)cs1,BNBVYAMEIFUQMR-UHFFFAOYSA-N,885,0,high,411.45800000000014,4.241500000000003,2,5,29,4,3,2,80.32,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"A, A'",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(C)(Sc1ccccc1)C(=O)Nc1nc(-c2ccc3c(c2)CCC(=O)N3)cs1,BSXZRFSQXDGPMC-UHFFFAOYSA-N,295,0,low,423.56300000000016,5.204200000000003,2,5,29,4,3,2,71.09,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"A, A'",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(C(=O)Nc1nc(-c2ccc3c(c2)CCC(=O)N3)cs1)c1ccccc1,CCRXYFXVELDSBY-UHFFFAOYSA-N,295,0,low,375.45300000000003,4.346700000000003,2,4,27,4,3,2,71.09,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"A, A'",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(Cc1ccccc1C(F)(F)F)Nc1nc(-c2ccc3c(c2)CCC(=O)N3)cs1,CCYUMTQUQJDCDP-UHFFFAOYSA-N,295,0,low,431.43900000000014,4.894800000000002,2,4,30,4,3,2,71.09,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"A, A'",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO[C@@H](Cc1ccccc1)C(=O)Nc1nc(-c2ccc3c(c2)CCC(=O)N3)cs1,CGMGHEWKVLOHAG-IBGZPJMESA-N,1080,1,medium,407.4950000000002,3.891000000000002,2,5,29,4,3,2,80.32,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"A, A'",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO[C@H](Cc1ccccc1)C(=O)Nc1nc(-c2ccc3c(c2)CCC(=O)N3)cs1,CGMGHEWKVLOHAG-LJQANCHMSA-N,1080,1,medium,407.4950000000002,3.891000000000002,2,5,29,4,3,2,80.32,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"A, A'",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CS(=O)(=O)c1ccccc1CC(=O)Nc1nc(-c2ccc3c(c2)CCC(=O)N3)cs1,CHUDHHBJJMTJQY-UHFFFAOYSA-N,590,0,medium,441.5340000000002,3.2795000000000014,2,6,30,4,3,2,105.22999999999999,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"A, A'",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccccc1C(O)C(=O)Nc1nc(-c2ccc3c(c2)CCC(=O)N3)cs1,CJQIZQAZNCYDCO-UHFFFAOYSA-N,1080,0,medium,393.46800000000013,3.675320000000002,3,5,28,4,3,2,91.32,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"A, A'",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(CCC(=O)Nc1nc(-c2ccc3c(c2)CCC(=O)N3)cs1)c1ccccc1,CNFJFMWJDYQYMQ-UHFFFAOYSA-N,885,0,high,403.507,5.1269000000000045,2,4,29,4,3,2,71.09,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"A, A'",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(C[C@@H]1C[C@H]1c1ccccc1)Nc1nc(-c2ccc3c(c2)CCC(=O)N3)cs1,CXVSVGJFLHDTAV-ROUUACIJSA-N,3000,0,high,403.5070000000002,4.827100000000003,2,4,29,5,3,2,71.09,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"A, A'",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccccc1OCCC(=O)Nc1nc(-c2ccc3c(c2)CCC(=O)N3)cs1,DBQGDPBSIBSOLK-UHFFFAOYSA-N,885,0,high,423.49400000000014,4.111000000000002,2,6,30,4,3,2,89.55000000000001,7,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"A, A'",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=C\c1ccccc1)C(=O)Nc1nc(-c2ccc3c(c2)CCC(=O)N3)cs1,DGKUETCQRHGINC-SDNWHVSQSA-N,885,0,high,389.48000000000013,4.736800000000002,2,4,28,4,3,2,71.09,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"A, A'",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=Cc1ccccc1)C(=O)Nc1nc(-c2ccc3c(c2)CCC(=O)N3)cs1,DGKUETCQRHGINC-UHFFFAOYSA-N,885,0,high,389.48000000000013,4.736800000000002,2,4,28,4,3,2,71.09,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"A, A'",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccccc1C(O)CC(=O)Nc1nc(-c2ccc3c(c2)CCC(=O)N3)cs1,DGSRXLKXFIDEND-UHFFFAOYSA-N,590,0,medium,423.49400000000014,3.765600000000002,3,6,30,4,3,2,100.55000000000001,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"A, A'",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC(C)(C(=O)Nc1nc(-c2ccc3c(c2)CCC(=O)N3)cs1)c1ccccc1,DIVUYNJYUFJJRR-UHFFFAOYSA-N,3000,1,high,419.55,5.391300000000005,2,4,30,4,3,2,71.09,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"A, A'",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCC(C)C(C(=O)Nc1nc(-c2ccc3c(c2)CCC(=O)N3)cs1)c1ccccc1,DMCQTJKUZZEWAW-UHFFFAOYSA-N,885,0,high,419.55,5.463200000000005,2,4,30,4,3,2,71.09,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"A, A'",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccccc1C1(C(=O)Nc2nc(-c3ccc4c(c3)CCC(=O)N4)cs2)CC1,DMMZAZSKGFCRES-UHFFFAOYSA-N,1080,1,medium,419.5060000000002,4.373700000000003,2,5,30,5,3,2,80.32,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"A, A'",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(CC(=O)OCc1ccccc1)Nc1nc(-c2ccc3c(c2)CCC(=O)N3)cs1,DMSHOYIVXYMURY-UHFFFAOYSA-N,885,0,high,421.4780000000002,3.7668000000000017,2,6,30,4,3,2,97.39000000000001,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"A, A'",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(CCOCc1ccccc1F)Nc1nc(-c2ccc3c(c2)CCC(=O)N3)cs1,DNHFZISUGXMTIY-UHFFFAOYSA-N,1080,1,medium,425.4850000000002,4.379300000000003,2,5,30,4,3,2,80.32,7,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"A, A'",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
