smiles,identifier,price,supplier_risk,chemistry_risk,mw,logp,hbd,hba,heavy_atoms,num_rings,num_aromatic_rings,num_fused_rings,tpsa,rotatable_bonds,frag_5QRF_F9000532,frag_5QRG_XS115742,frag_5QRH_FM001763,frag_5QRI_F9000380,frag_5QRJ_F9000536,frag_5QRK_FM010104,frag_5QRL_F9000949,frag_5QRN_F9000950,frag_5QRO_F9000403,frag_5QRP_F9000414,frag_5QRQ_FM002138,frag_5QRS_F9000441,frag_5QRT_FM010020,frag_5QRV_FM002272,frag_5QRX_F9000951,frag_5QRY_FM010072,frag_5QRZ_F9000591,frag_5QS2_FM001886,frag_5QS3_FM002333,frag_5QS4_UB000200,frag_5QS5_FM002032,frag_5QS9_FM002076,frag_5QSD_FM002038,frag_5QS0_FM010026,frag_5QSA_FM001580,frag_5QSI_FM001452,frag_5QSK_FM002150,frag_5QS6_FM010013,frag_5QS8_F9000511,frag_5QSB_XS022802,frag_5QSE_F9000674,frag_5QSF_DA000167,frag_5QSG_F9000710,frag_5QT0_XS092188,frag_5QSH_F9000416,frag_5QSJ_FM002214,frag_5QSC_F9000560,matched_sites,n_fragment_hits,frag_5QRF_NUA,frag_5QRG_JHP,frag_5QRH_JMM,frag_5QRI_NUY,frag_5QRJ_NWP,frag_5QRK_NWV,frag_5QRL_NWY,frag_5QRN_NX7,frag_5QRO_NXJ,frag_5QRP_NXM,frag_5QRQ_NXS,frag_5QRR_NY1,frag_5QRS_NY4,frag_5QRT_GWA,frag_5QRU_NY7,frag_5QRV_K2M,frag_5QRW_NYV,frag_5QRX_NZG,frag_5QRY_NZD,frag_5QRZ_NZ7,frag_5QS0_NZ4,frag_5QS1_NZ1,frag_5QS2_LV4,frag_5QS3_LJA,frag_5QS4_JFP,frag_5QS5_NZJ,frag_5QS6_K0G,frag_5QS8_O0G,frag_5QS9_O0J,frag_5QSA_K2P,frag_5QSB_O0M,frag_5QSC_O0P,frag_5QSD_O0S,frag_5QSE_O0V,frag_5QSF_O0Y,frag_5QSG_O1A,frag_5QSH_NVY,frag_5QSI_O1D,frag_5QSJ_O1M,frag_5QSK_O1J,frag_5QSL_O2A,frag_5QT0_JHJ,frag_7ZK2_IU4,frag_8A7N_L9E
COc1ccccc1CC(=O)Nc1nc(-c2ccc3c(c2)CCC(=O)N3)cs1,DOLJBCXXHVTECB-UHFFFAOYSA-N,885,0,high,393.46800000000013,3.8846000000000016,2,5,28,4,3,2,80.32,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"A, A'",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(CCS/C=C/c1ccccc1)Nc1nc(-c2ccc3c(c2)CCC(=O)N3)cs1,DQYWLBRKTJIPAO-ZRDIBKRKSA-N,885,1,high,435.57400000000024,5.427500000000003,2,5,30,4,3,2,71.09,7,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"A, A'",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(CCNC(=O)c1ccccc1)Nc1nc(-c2ccc3c(c2)CCC(=O)N3)cs1,DRLOPDGGBOXQAE-UHFFFAOYSA-N,295,0,low,420.4940000000002,3.453400000000001,3,5,30,4,3,2,100.19,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"A, A'",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccccc1C(F)(F)C(=O)Nc1nc(-c2ccc3c(c2)CCC(=O)N3)cs1,DSZNVEDXGFNLEJ-UHFFFAOYSA-N,540,0,low,413.4490000000002,4.733720000000003,2,4,29,4,3,2,71.09,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"A, A'",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(CC(O)c1ccccc1Cl)Nc1nc(-c2ccc3c(c2)CCC(=O)N3)cs1,DUWRFFUVVQFDDS-UHFFFAOYSA-N,885,0,high,427.9130000000002,4.410400000000002,3,5,29,4,3,2,91.32,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"A, A'",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(C(=O)Nc1ccccc1)C(=O)Nc1nc(-c2ccc3c(c2)CCC(=O)N3)cs1,DWIQTPLCFUXQNU-UHFFFAOYSA-N,885,0,high,420.49400000000014,3.908100000000002,3,5,30,4,3,2,100.19,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"A, A'",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C(=O)Nc1nc(-c2ccc3c(c2)CCC(=O)N3)cs1)c1ccccc1Cl,DWZGBSQYKQRZLS-UHFFFAOYSA-N,540,1,low,425.94100000000003,5.2645000000000035,2,4,29,4,3,2,71.09,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"A, A'",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(Cc1ccccc1)C(=O)Nc1nc(-c2ccc(NC(C)=O)cc2)cs1,DYKPAHJHLOMASW-UHFFFAOYSA-N,375,0,high,377.46900000000005,4.505900000000003,2,4,27,3,3,1,71.09,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"A, A'",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(CCCCc1ccccc1Br)Nc1nc(-c2ccc3c(c2)CCC(=O)N3)cs1,FBZLFJGUXVLFEO-UHFFFAOYSA-N,3000,1,high,484.41900000000027,5.808800000000004,2,4,30,4,3,2,71.09,7,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"A, A'",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccccc1OC(C)(C)C(=O)Nc1nc(-c2ccc(NC(C)=O)cc2)cs1,FHMPJLCZFSILCL-UHFFFAOYSA-N,375,0,high,425.5100000000001,4.5732000000000035,2,6,30,3,3,1,89.55000000000001,7,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"A, A'",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(CCc1cscn1)Nc1nc(-c2ccc3c(c2)CCC(=O)N3)cs1,FHOOUPORNSQENA-UHFFFAOYSA-N,540,0,low,384.4860000000001,3.7226000000000017,2,6,26,4,3,2,83.98,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"A, A'",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCC(Cc1ccccc1)C(=O)Nc1nc(-c2ccc3c(c2)CCC(=O)N3)cs1,FQSMWZSTUNJKNS-UHFFFAOYSA-N,2000,1,medium,405.52300000000014,4.902200000000004,2,4,29,4,3,2,71.09,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"A, A'",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(C)C(Oc1ccccc1)C(=O)Nc1nc(-c2ccc3c(c2)CCC(=O)N3)cs1,FSKCWFLWKFVRDX-UHFFFAOYSA-N,1080,0,medium,421.52200000000016,4.736900000000004,2,5,30,4,3,2,80.32,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"A, A'",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccccc1SCCC(=O)Nc1nc(-c2ccc3c(c2)CCC(=O)N3)cs1,FTSVRFOFWSEYGZ-UHFFFAOYSA-N,2000,1,medium,439.5620000000002,4.824300000000004,2,6,30,4,3,2,80.32,7,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"A, A'",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(Cc1ccncc1)Nc1nc(-c2ccc3c(c2)CCC(=O)N3)cs1,FVBVRPZMTSBBSG-UHFFFAOYSA-N,885,0,high,364.4300000000001,3.271000000000001,2,5,26,4,3,2,83.98,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"A, A'",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccccc1[C@H]1C[C@@H]1C(=O)Nc1nc(-c2ccc(NC(C)=O)cc2)cs1,FXDHQZVVMUASIV-MSOLQXFVSA-N,2000,0,medium,407.49500000000006,4.519300000000003,2,5,29,4,3,1,80.32,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"A, A'",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccccc1[C@@H]1C[C@H]1C(=O)Nc1nc(-c2ccc(NC(C)=O)cc2)cs1,FXDHQZVVMUASIV-ZWKOTPCHSA-N,250,0,medium,407.49500000000006,4.519300000000003,2,5,29,4,3,1,80.32,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"A, A'",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccccc1C(=O)C(=O)Nc1nc(-c2ccc(NC(C)=O)cc2)cs1,FXRKVWUPUUOFPC-UHFFFAOYSA-N,885,0,high,395.44000000000005,3.5985000000000014,2,6,28,3,3,1,97.39000000000001,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"A, A'",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(CCCCOc1ccccc1)Nc1nc(-c2ccc3c(c2)CCC(=O)N3)cs1,GCNFQMCMVUBHJH-UHFFFAOYSA-N,885,0,high,421.5220000000002,4.882600000000004,2,5,30,4,3,2,80.32,8,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"A, A'",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccncc1CCC(=O)Nc1nc(-c2ccc3c(c2)CCC(=O)N3)cs1,GCVCYJFDMUZIDV-UHFFFAOYSA-N,3000,1,high,408.4830000000002,3.6697000000000015,2,6,29,4,3,2,93.21000000000001,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"A, A'",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccccc1C(=O)C(=O)Nc1nc(-c2ccc3c(c2)CCN3C(C)=O)cs1,GCVVSLRLLARSII-UHFFFAOYSA-N,1620,0,high,421.4780000000002,3.549100000000002,1,6,30,4,3,2,88.6,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"A, A'",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN(C)c1ccccc1CC(=O)Nc1nc(-c2ccc3c(c2)CCC(=O)N3)cs1,GDXODHVJDYQBEU-UHFFFAOYSA-N,1080,0,medium,406.51100000000014,3.942000000000002,2,5,29,4,3,2,74.33,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"A, A'",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(CCC(=O)Nc1nc(-c2ccc(NC(C)=O)cc2)cs1)c1ccccc1,GEHDBSRHXOPBAP-UHFFFAOYSA-N,375,0,high,391.49600000000004,5.200600000000004,2,4,28,3,3,1,71.09,7,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"A, A'",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccccc1OC(C)(C)C(=O)Nc1nc(-c2ccc3c(c2)CCC(=O)N3)cs1,GFGOCDMXSJWAPM-UHFFFAOYSA-N,295,1,low,421.52200000000016,4.799320000000003,2,5,30,4,3,2,80.32,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"A, A'",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(CCC(=O)Nc1nc(-c2ccc3c(c2)CCC(=O)N3)cs1)Cc1ccccc1,GRQJCCRNIWFMAL-UHFFFAOYSA-N,1000,0,low,419.5060000000001,4.2253000000000025,2,5,30,4,3,2,88.16,7,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"A, A'",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCC(C(=O)Nc1nc(-c2ccc3c(c2)CCC(=O)N3)cs1)c1ccccc1Cl,GSIUFRJZBBQLMS-UHFFFAOYSA-N,590,0,medium,425.94100000000003,5.480500000000004,2,4,29,4,3,2,71.09,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"A, A'",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCC(Oc1ccccc1C)C(=O)Nc1nc(-c2ccc3c(c2)CCC(=O)N3)cs1,GUNKDQFNZSUPPT-UHFFFAOYSA-N,885,1,high,421.52200000000016,4.799320000000003,2,5,30,4,3,2,80.32,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"A, A'",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccccc1C(O)CC(=O)Nc1nc(-c2ccc3c(c2)CCC(=O)N3)cs1,GZMHWHMGNVVPJT-UHFFFAOYSA-N,1620,0,high,407.4950000000002,4.065420000000002,3,5,29,4,3,2,91.32,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"A, A'",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(CCC(=O)c1ccccc1Cl)Nc1nc(-c2ccc3c(c2)CCC(=O)N3)cs1,GZZHSZYUSVJNSA-UHFFFAOYSA-N,885,0,high,439.9240000000002,4.949800000000002,2,5,30,4,3,2,88.16,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"A, A'",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C(=O)Nc1nc(-c2ccc3c(c2)CCC(=O)N3)cs1)c1ccncc1,HCFLHHMWAKRZLA-UHFFFAOYSA-N,540,1,low,392.484,4.006100000000002,2,5,28,4,3,2,83.98,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"A, A'",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(CC(O)c1ccccc1F)Nc1nc(-c2ccc3c(c2)CCC(=O)N3)cs1,HDMXUTFUNXBFEN-UHFFFAOYSA-N,2000,0,medium,411.45800000000014,3.8961000000000023,3,5,29,4,3,2,91.32,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"A, A'",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccccc1C(C)(C)C(=O)Nc1nc(-c2ccc3c(c2)CCC(=O)N3)cs1,HFFFGGXPEMFNLA-UHFFFAOYSA-N,540,1,low,405.5230000000002,4.919520000000004,2,4,29,4,3,2,71.09,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"A, A'",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C[C@@H](Oc1ccccc1)C(=O)Nc1nc(-c2ccc3c(c2)CCC(=O)N3)cs1,HHJAKMQKLHGHTA-CYBMUJFWSA-N,885,0,high,393.46800000000013,4.100800000000002,2,5,28,4,3,2,80.32,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"A, A'",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(Oc1ccccc1)C(=O)Nc1nc(-c2ccc3c(c2)CCC(=O)N3)cs1,HHJAKMQKLHGHTA-UHFFFAOYSA-N,885,0,high,393.46800000000013,4.100800000000002,2,5,28,4,3,2,80.32,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"A, A'",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C[C@H](Oc1ccccc1)C(=O)Nc1nc(-c2ccc3c(c2)CCC(=O)N3)cs1,HHJAKMQKLHGHTA-ZDUSSCGKSA-N,885,0,high,393.46800000000013,4.100800000000002,2,5,28,4,3,2,80.32,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"A, A'",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(CC(=O)Nc1nc(-c2ccc3c(c2)CCC(=O)N3)cs1)c1ccccc1Br,HKSCIGBXPUVHHK-UHFFFAOYSA-N,885,1,high,470.392,5.5896000000000035,2,4,29,4,3,2,71.09,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"A, A'",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(Cc1ccncc1)C(=O)Nc1nc(-c2ccc3c(c2)CCC(=O)N3)cs1,HQVGULFHAFGXEK-UHFFFAOYSA-N,540,0,low,392.48400000000015,3.9071000000000025,2,5,28,4,3,2,83.98,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"A, A'",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)CC1(C(=O)Nc1nc(-c2ccc3c(c2)CCC(=O)N3)cs1)c1ccccc1,HSDJRHGNFBMUQD-UHFFFAOYSA-N,1620,1,high,417.53400000000005,5.001200000000003,2,4,30,5,3,2,71.09,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"A, A'",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(C)(CC(=O)Nc1nc(-c2ccc3c(c2)CCC(=O)N3)cs1)c1ccccc1Cl,HZNYNXOHPCLRED-UHFFFAOYSA-N,1000,1,low,439.9680000000001,5.654600000000004,2,4,30,4,3,2,71.09,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"A, A'",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccccc1OC(C)C(=O)Nc1nc(-c2ccc3c(c2)CCC(=O)N3)cs1,IEEUYKSDZOUHBW-UHFFFAOYSA-N,885,0,high,423.49400000000014,4.109400000000003,2,6,30,4,3,2,89.55000000000001,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"A, A'",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(CCCc1ccccc1O)Nc1nc(-c2ccc3c(c2)CCC(=O)N3)cs1,IFVLGQFBGFHBBI-UHFFFAOYSA-N,885,0,high,407.4950000000002,4.361800000000003,3,5,29,4,3,2,91.32,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"A, A'",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(C)C(C(=O)Nc1nc(-c2ccc3c(c2)CCC(=O)N3)cs1)c1ccccc1Cl,IHSVEELBMCFQOF-UHFFFAOYSA-N,1080,0,medium,439.9680000000001,5.726500000000004,2,4,30,4,3,2,71.09,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"A, A'",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1nc(NC(=O)C2CC2)sc1C(=O)Nc1ccc(Oc2ncccn2)cc1,IILYOFUHOPCBLC-UHFFFAOYSA-N,885,0,high,395.4440000000001,3.6346200000000017,2,7,28,4,3,1,106.10000000000001,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"A, A'",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCC(CC)(C(=O)Nc1nc(-c2ccc3c(c2)CCC(=O)N3)cs1)c1ccccc1,IKSCHJZURCDYNP-UHFFFAOYSA-N,885,0,high,419.55,5.391300000000005,2,4,30,4,3,2,71.09,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"A, A'",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)CC(C(=O)Nc1nc(-c2ccc(NC(C)=O)cc2)cs1)c1ccccc1,ISHYALKONOBTIJ-UHFFFAOYSA-N,1080,1,medium,407.49500000000006,4.469900000000003,2,5,29,3,3,1,88.16,7,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"A, A'",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(C(=O)Nc1nc(-c2ccc3c(c2)CCN3C(C)=O)cs1)c1ccccc1,IXIJMKIDZSPPOP-UHFFFAOYSA-N,885,0,high,389.48,4.371000000000003,1,4,28,4,3,2,62.300000000000004,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"A, A'",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C[C@H](OCc1ccccc1)C(=O)Nc1nc(-c2ccc3c(c2)CCC(=O)N3)cs1,JEPQPESNMUESBZ-AWEZNQCLSA-N,885,0,high,407.4950000000002,4.238600000000003,2,5,29,4,3,2,80.32,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"A, A'",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C[C@@H](OCc1ccccc1)C(=O)Nc1nc(-c2ccc3c(c2)CCC(=O)N3)cs1,JEPQPESNMUESBZ-CQSZACIVSA-N,885,0,high,407.4950000000002,4.238600000000003,2,5,29,4,3,2,80.32,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"A, A'",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
